AISHE_ID,CollegeName,State,Teacher,Student,Hostels,Labs,PhD,S_F_Ratio,Predicted_Rank
C-55596,Maa Chandrawati Devi Mahila,Jharkhand,4,387,0,10,64,96.75,80.42637768
C-20262,Shri Ranglaxmi Adarsh,Gujarat,7,246,0,10,82,35.14285714,80.42812453
C-22539,JAI BUNDELKHAND,Maharashtra,64,1761,0,0,73,27.515625,80.43257345
C-40279,Padmashree College of Hopspital,Andhra Pradesh,6,79,2,10,92,13.16666667,80.47152743
C-13715,"Shivlok Srinet Mahavidyalaya, Kapsaur,",Madhya Pradesh,30,1607,0,10,63,53.56666667,80.47253591
C-6312,Calcutta Institute of Pharmaceutica,Punjab,25,330,2,10,75,13.2,80.47665172
C-13861,Shri Chamundamata,Odisha,28,111,1,10,58,3.964285714,80.49599349
C-57574,BEST FIRST GRADE COLLEGE,Rajasthan,11,337,0,0,51,30.63636364,80.51636569
C-19939,Siddhartha Institute of Engineering &,Himachal Pradesh,163,1648,2,10,59,10.11042945,80.52433034
C-46148,ADHUNIK COLLEGE OF ENGINEERING,Jharkhand,19,339,2,10,58,17.84210526,80.52672374
C-46174,DEWAN INSTITUTE OF MANAGEMENT,Maharashtra,26,313,1,0,97,12.03846154,80.52803079
C-25806,Aurobindo College of Business,Madhya Pradesh,63,320,0,10,96,5.079365079,80.54460751
C-18709,"Priyadarshini College, Rampur",West Bengal,4,75,0,10,97,18.75,80.54823631
C-44874,Indira Gandhi Institute of Child Health,Uttar Pradesh,49,66,0,10,52,1.346938776,80.55438965
C-26555,Shri Raghunath TT College,Uttar Pradesh,15,37,0,10,71,2.466666667,80.55655636
C-10845,Dev Samaj College for Girls,Karnataka,20,337,1,10,63,16.85,80.57317113
C-27818,Vivekananda Degree College,Uttar Pradesh,11,442,0,10,92,40.18181818,80.57733247
C-49416,"RAJKIYA MAHAVIDYALAYA, DHADHA",Gujarat,14,1229,0,10,56,87.78571429,80.57844153
C-10486,"Lala Lajpat Rai Institute of Engg. & Tech.,",Odisha,74,873,4,10,50,11.7972973,80.5802861
C-10250,Amar Shaheed Baba Ajit Singh Jujhar,Uttar Pradesh,26,331,2,10,74,12.73076923,80.58362067
C-36284,Hitkarini College of Architecture &,Bihar,32,135,2,10,93,4.21875,80.59742369
C-11471,"H.P. College of Education, Mauja Majeth,",Assam,18,99,1,10,61,5.5,80.60141494
C-59515,BHARTI SHIKSHAK PRASHIKSHAN,Jammu and Kashmir,17,337,0,10,64,19.82352941,80.60527268
C-57836,VETERINARY COLLEGE GADAG,Karnataka,31,93,1,10,90,3,80.60632279
C-28757,Jain Kanya Pathshala Degree,Karnataka,32,1936,0,10,50,60.5,80.61963204
C-6605,Government Venkat Sanskrit,West Bengal,20,43,1,10,55,2.15,80.62466436
C-14278,Sarswati Kanya Mahavidyalay,Uttar Pradesh,15,1188,0,10,88,79.2,80.64428613
C-6414,Maulana Azad Medical College,Uttar Pradesh,211,1700,6,10,53,8.056872038,80.6467813
C-39085,"St. Wilfred's TT College, Jaipur",Uttar Pradesh,28,383,0,10,64,13.67857143,80.66359317
C-53675,CEREBRAL HEIGHTS COMPUTER,Odisha,5,317,0,0,91,63.4,80.67929909
C-54816,"GYAN VIGYAN INSTITUTE OF EDUCATION,",Rajasthan,22,1261,0,10,54,57.31818182,80.68166733
C-8252,"ANSAR ARABIC COLLEGE,",Maharashtra,26,329,0,0,68,12.65384615,80.68208527
C-17989,"Nimra College of Business Management,",Karnataka,38,404,0,0,74,10.63157895,80.69274195
C-39854,"Biraja Womens College, Jajpur",Maharashtra,13,326,0,0,74,25.07692308,80.69713944
C-24611,"Govt. Degree College, Chinyalisaur",Punjab,12,545,0,10,75,45.41666667,80.70390848
C-50843,Institute Of Hotel Management,Telangana,7,159,1,10,58,22.71428571,80.7041418
C-11422,"Vijay Vallabh College of Education,",Tamil Nadu,8,99,0,10,73,12.375,80.70895356
C-41309,Marathwada Mitra Mandal's College of,Haryana,124,2483,2,10,80,20.02419355,80.71235502
C-53265,"Mata Sundri Girls College of Education,",Uttar Pradesh,12,191,0,0,100,15.91666667,80.71414653
C-56619,"GOVT.DEGREE COLLEGE,MANGLORE",Uttar Pradesh,8,325,0,10,95,40.625,80.7181246
C-55931,Hardik College of Nursing,Uttar Pradesh,12,87,2,10,99,7.25,80.72219719
C-20422,Mata Chandravati Sanskrit,Telangana,5,71,0,10,50,14.2,80.72825414
C-58718,J K COLLEGE OF NURSING,Andhra Pradesh,8,40,1,10,72,5,80.73259394
C-31487,INDRA INSTITUTE OF COMPUTER,Rajasthan,14,137,0,10,76,9.785714286,80.73599968
C-36090,Sagar Institute of Pharmacy and,Punjab,25,182,2,10,80,7.28,80.73884227
C-25569,"Omega P.G. College - MBA,",Telangana,25,337,0,10,97,13.48,80.77346469
C-56977,BHAGWAT PRASAD MEMORIAL,Telangana,11,329,0,10,81,29.90909091,80.77360587
C-26778,Anna University of Technology,Odisha,24,336,2,10,66,14,80.77444877
C-938,C.U.SHAH PHYSIOTHERPY COLLEGE-,Punjab,51,322,2,10,93,6.31372549,80.78599137
C-11439,"Govt. College, Sangrah, Distt Sirmour",Chattisgarh,15,536,1,10,67,35.73333333,80.79194273
C-56369,RAMBUX SINGH SMARAK,Andhra Pradesh,7,364,0,10,81,52,80.79204985
C-30098,Synergy Institute of Technology,Maharashtra,61,523,2,10,75,8.573770492,80.8000042
C-13666,"Sriram Singh Mahavidyalaya, Shivgarh,",Tamil Nadu,12,469,0,10,68,39.08333333,80.80795149
C-24315,SREE MARUTHI DEGREE,Uttar Pradesh,12,477,0,10,61,39.75,80.81123071
C-55934,TUNGAL SCHOOL OF BASIC AND,Kerala,8,156,1,0,83,19.5,80.81335346
C-27901,"Shri Raghunath Girls College,",West Bengal,22,182,0,0,97,8.272727273,80.81868391
C-51420,AHILYABAI HOLKAR COLLEGE OF,Maharashtra,15,321,0,10,97,21.4,80.82156404
C-14675,Kongunadu College of Education,Uttar Pradesh,11,174,1,10,65,15.81818182,80.83765811
C-18364,"MB Patel Arts Commerce College,",Chattisgarh,14,709,0,10,97,50.64285714,80.85101844
C-48978,"SRI P.L. YADAV MAHAVIDYALAYA,SUNVERSA",Madhya Pradesh,12,820,0,10,60,68.33333333,80.85682649
C-26815,Sri Subramanya College of,Maharashtra,73,649,2,0,70,8.890410959,80.86134199
C-10645,"D.A.V. College, Pundri",Tamil Nadu,13,318,0,0,91,24.46153846,80.8613549
C-26134,Aurobindo Institute of Computer,West Bengal,68,324,0,10,91,4.764705882,80.86344603
C-35512,"SKVP Arts,Science & Commerce",Madhya Pradesh,17,541,2,10,53,31.82352941,80.86908222
C-15133,BABA TIKAM SINGH KANYA MAHAVIDYALA,Maharashtra,6,334,0,10,72,55.66666667,80.87799452
C-58207,Ganpat Parsekar College Of,Telangana,45,334,0,10,72,7.422222222,80.8780208
C-22945,Kishtwar,Maharashtra,17,31,2,10,75,1.823529412,80.88688821
C-13288,G.S. Jangid Teachers Training,Andhra Pradesh,32,342,1,10,56,10.6875,80.88899467
C-22212,"SSD Girls College, Bathinda",Maharashtra,72,1030,3,10,67,14.30555556,80.89478817
C-27862,RR Bawa DAV. College for Girls Batala,Maharashtra,84,1718,1,10,81,20.45238095,80.89631029
C-14408,Sandaravadhanam College of Education,Maharashtra,15,189,0,10,93,12.6,80.89904237
C-34417,Dipshobha Sevabhavi Sanstha,Karnataka,12,344,0,10,53,28.66666667,80.90040383
C-19972,Shri Veer Raghav Bhagvat,Telangana,1,118,1,10,59,118,80.90158369
C-25462,Kakatiya Degree College,Maharashtra,11,67,0,10,56,6.090909091,80.9121021
C-61076,Ananntha Law College,Gujarat,18,327,0,0,74,18.16666667,80.91479141
C-11759,"University College of Pharmacy,",Rajasthan,35,258,1,10,61,7.371428571,80.91704387
C-55026,BHISHMA NARAIN SINGH LAW COLLEGE,Haryana,7,325,0,10,90,46.42857143,80.92692288
C-6200,Techno India Banipur 244,Karnataka,36,577,0,10,89,16.02777778,80.92998373
C-49187,"RAVI TEJA COLLEGE OF EDUCATION,",Uttar Pradesh,2,200,0,10,92,100,80.9311149
C-14563,J.S.J.V.College of Education,Chattisgarh,16,150,0,10,53,9.375,80.93406767
C-34272,Matsyodari Shikshan Sanstha's,Karnataka,5,71,0,10,78,14.2,80.94078886
C-33005,MAHARANA PRATAP HOMOEOPATH,Uttar Pradesh,24,0,1,10,55,0,80.94272138
C-24979,Govt. Gundadhur College,Chattisgarh,32,1126,3,10,66,35.1875,80.94444126
C-16372,"NEIGRIHMS, College of Nursing",Andhra Pradesh,20,220,1,10,98,11,80.94542167
C-19380,"Govt. College, Bundi",Uttar Pradesh,55,6122,1,10,70,111.3090909,80.9541283
C-54036,Max Institute of Health Education and,Bihar,5,53,1,10,74,10.6,80.96353668
C-61129,"S V M P Senior Arts College, Mohadi,",Gujarat,7,37,0,10,99,5.285714286,80.967919
C-33499,The All India Khilafat Committees,Jharkhand,7,73,0,10,56,10.42857143,80.96886406
C-9750,"Govt. Navin College, Balrampur",West Bengal,15,612,0,10,61,40.8,80.98424399
C-28220,"Govt. College, Bawal",Karnataka,14,1370,0,10,100,97.85714286,80.98958971
C-40498,Mallige College of Pharmacy,Maharashtra,42,613,2,0,83,14.5952381,80.99069323
C-22405,"Lal Bahadur Shastri Edu. College,",Karnataka,14,198,1,0,100,14.14285714,80.99740978
C-19462,"Maharana Pratap T.T. College, 234,",Uttar Pradesh,16,182,0,0,96,11.375,81.00234007
C-328,F. D.(Mubin) Institute of Engineering &,Uttar Pradesh,44,344,1,10,53,7.818181818,81.00350606
C-36589,Narayan Medical College &,Madhya Pradesh,49,516,3,10,51,10.53061224,81.00359172
C-34507,"Govt. College of Arts & Science,",Karnataka,49,590,2,10,88,12.04081633,81.0037989
C-34957,MADHAV VIDHI COLLEGE,Madhya Pradesh,21,854,0,0,71,40.66666667,81.00714113
C-18286,Late Madhuribai Deshmukh,Punjab,1,0,0,10,51,0,81.00766531
C-13795,Maharshi Karve Stree Shikshan,Uttar Pradesh,41,240,1,10,100,5.853658537,81.01554724
C-13531,Saraswati Ucch Shiksha evam Takniki,Karnataka,33,1834,0,10,75,55.57575758,81.01667867
C-181,"ENGGINERING COLLEGE, TUWA,",Maharashtra,32,334,2,10,72,10.4375,81.02063866
C-12886,"Soghra College, Biharsharif",Gujarat,38,4558,0,10,51,119.9473684,81.02376966
C-29071,VIDYA DEVI KANYA MAHAVIDYALA,Karnataka,16,660,0,10,56,41.25,81.02765134
C-48089,ADARSH COLLEGE,Uttarakhand,10,324,0,10,93,32.4,81.0330656
C-19898,Scient Institute of Technology,Kerala,95,649,0,10,50,6.831578947,81.04495292
C-46607,NETAJI SUBHAS CHANDRA,Odisha,10,196,0,10,65,19.6,81.04796806
C-50860,SDM COLLEGE OF BUSINESS MANAGEMENT,Andhra Pradesh,12,240,0,10,91,20,81.05178269
C-13954,Radhakrishna Toshniwal Ayurved,Tamil Nadu,39,281,2,10,66,7.205128205,81.07254085
C-7346,K.R.M. Mahila Arts & Comm Mahavidyalay,Uttar Pradesh,17,473,1,10,66,27.82352941,81.07631756
C-6286,Meghnad Saha Institute of Technology,Uttar Pradesh,98,1938,0,10,71,19.7755102,81.08512936
C-11451,"Govt. College, Shahpur, Distt Kangra",Rajasthan,20,1611,0,10,80,80.55,81.09466726
C-17256,S.D.P. College of Teachers Education,Rajasthan,13,198,0,10,75,15.23076923,81.10064722
C-45524,K.M.C.H. COLLEGE OF PHYSIOTHERA,Rajasthan,23,225,2,10,59,9.782608696,81.10294369
C-19418,"J.L.N.B. Ed. College, Sangod, Kota",Andhra Pradesh,15,196,2,10,93,13.06666667,81.11382139
C-12150,SRI RAMKUMAR BHARTIYA,Maharashtra,47,3677,0,10,68,78.23404255,81.11624614
C-20678,"Vijaya Evening College, RV Road,",Tamil Nadu,23,439,1,10,60,19.08695652,81.12207804
C-55129,Co-operative Institute of Health,Kerala,13,338,1,10,66,26,81.13001461
C-35225,Dr. Bhimrao Ambedkar Mahavidyalay,Maharashtra,31,336,1,10,70,10.83870968,81.1520671
C-60518,"Sree Raghavendra Vidyalayam,",West Bengal,26,100,0,0,55,3.846153846,81.15318798
C-12442,SMT. SHAKUNTALA DEVI MAHILA,Uttar Pradesh,8,309,0,10,76,38.625,81.18746851
C-24625,Byapar Mandal Kanya Degree,Gujarat,18,334,0,10,75,18.55555556,81.18768175
C-53594,Atal Bihari Vajpayee Govt. Institute,Andhra Pradesh,23,329,1,10,84,14.30434783,81.18985558
C-20892,Lorven International Institute of,Rajasthan,7,100,0,10,66,14.28571429,81.19380166
C-35294,"Bhopal degree College, 393 Ashok Vihar,",Chattisgarh,27,331,0,10,81,12.25925926,81.21343059
C-30410,"Vijaya College of Nursing, Nellore",Uttar Pradesh,31,257,1,10,98,8.290322581,81.21434824
C-46914,INTERNATIONAL INSTITUTE FOR SPECIAL,Uttar Pradesh,18,77,2,10,59,4.277777778,81.22693203
C-57166,Kranthi D.P.Ed. College,Madhya Pradesh,3,27,0,10,98,9,81.23040136
C-15432,"SMT. NATHIYA DEVI DEGREE COLLEGE,",Uttar Pradesh,22,942,0,10,74,42.81818182,81.23539717
C-36082,"University Polytechnic, RGPV",Uttar Pradesh,24,492,0,0,66,20.5,81.23756681
C-29379,"Babe ke College of Education,",Uttar Pradesh,23,344,0,10,56,14.95652174,81.23795326
C-51027,VIDYA BHARATI FOUNDATIONS,Karnataka,12,180,0,10,64,15,81.25986407
C-50951,"B N GIRLS COLLEGE, SALUMBER",Maharashtra,11,322,0,10,99,29.27272727,81.26891212
C-12408,SHRI BARAKHANDI MAHAVIDYALA,Madhya Pradesh,15,1053,2,0,86,70.2,81.27440726
C-31383,VIVEKANAND COMPUTER SANSTHAN,Uttar Pradesh,11,96,0,0,70,8.727272727,81.27684297
C-58149,SAGARPARA TEACHERS TRAINING,Rajasthan,17,398,0,10,61,23.41176471,81.29227023
C-6853,SHREE Trikamjibhai CHATWANI,Gujarat,23,3091,1,0,84,134.3913043,81.29882504
C-18376,Cummins College of Engineering,Assam,34,347,1,10,50,10.20588235,81.30895899
C-28892,"I.M.E. LAW COLLEGE 178, MAIN G.T.",Uttar Pradesh,26,1837,2,10,74,70.65384615,81.3316399
C-34109,Our Lady of Grace Trusts St.Gonsalo,Odisha,61,3597,0,10,70,58.96721311,81.33426364
C-20962,"Bangalore Management College, No.",Uttarakhand,23,346,0,10,53,15.04347826,81.33751162
C-42523,"RANA PRATAP P.G. COLLEGE, SULTANPUR",Chattisgarh,50,3525,0,10,89,70.5,81.33773357
C-24393,St. Vincent De-Paul College,Uttar Pradesh,28,284,1,10,74,10.14285714,81.3394939
C-18588,"Sri. Shivaji Science College,",Maharashtra,31,1837,1,10,66,59.25806452,81.34598174
C-6728,VJKMS BED COLLEGE VADU,Maharashtra,14,200,2,10,71,14.28571429,81.34663278
C-31047,"Khalsa College of Education, Muktsar",Maharashtra,5,96,0,10,68,19.2,81.34819878
C-30517,"Kamineni Inst. of Dental Sciences,",Maharashtra,67,479,3,10,66,7.149253731,81.36298212
C-56659,Nitte Institute of Architecture,Maharashtra,14,104,2,10,69,7.428571429,81.36642318
C-46452,iLEAD Institute of Leadership Entrepreneurs,Uttar Pradesh,37,684,5,0,77,18.48648649,81.37133926
C-54950,Mysore City Minority First grade college,Madhya Pradesh,9,97,0,10,84,10.77777778,81.37524492
C-48317,"KESHARI SHIKSHAN SAMITI,",Maharashtra,13,200,0,10,69,15.38461538,81.37524492
C-58936,LM65 SOBARAN KANYA,Telangana,7,309,0,10,65,44.14285714,81.38389165
C-993,MURLIDHAR B.ED. COLLEGE-RAJKOT,Gujarat,15,200,1,10,51,13.33333333,81.39901471
C-15075,Dumri College,Kerala,14,336,0,10,73,24,81.40030906
C-47592,SHRI JAGADDEVA SINGH,Uttar Pradesh,3,94,1,0,75,31.33333333,81.40370206
C-21784,Govt. N. C. J. College Dallirajhara,Maharashtra,20,883,1,0,51,44.15,81.419976
C-20853,Acharya Patashala College of Arts,Chattisgarh,26,319,0,0,94,12.26923077,81.42248412
C-17495,Government college of Teacher,Kerala,17,194,0,10,90,11.41176471,81.42615903
C-20242,Shrinath Chandravati Sanskrit,Jammu and Kashmir,4,70,0,10,86,17.5,81.43986087
C-36368,"Jothi's Vallimalai Road,",Madhya Pradesh,11,105,0,10,85,9.545454545,81.4409654
C-38705,Siddhi Vinayak Collegeof Sc. & Hr.,Uttar Pradesh,49,288,3,10,74,5.87755102,81.44287564
C-10958,Anchalika M.V. Hatadihi,Rajasthan,19,346,0,10,54,18.21052632,81.44782691
C-40858,Radheshyam Degree College,Andhra Pradesh,6,205,0,10,58,34.16666667,81.4483745
C-26315,"Govt. Degree College, Banganapalli",Telangana,17,300,0,10,75,17.64705882,81.4489482
C-57080,Smt. CHANDRAKANTABEN G.,Gujarat,7,162,0,10,95,23.14285714,81.45198823
C-52308,SAHEED RAVIKANT MEMORIAL B.,Chattisgarh,9,124,0,10,63,13.77777778,81.45468824
C-46618,VEMAN VIDYAVARDHAK SANGHS KH,Madhya Pradesh,16,232,1,10,80,14.5,81.45538792
C-47385,"B I P M S PARAMEDICAL COLLEGE,",Karnataka,14,337,1,10,71,24.07142857,81.4733711
C-7398,R.E.S.'s College of Computer,Telangana,61,2080,1,10,55,34.09836066,81.47829603
C-55573,MAHILA MAHA VIDYALAYA MUDILA AMBA,Uttar Pradesh,16,200,0,10,94,12.5,81.48333373
C-30273,"Govt.Degree College, Yerraguntla",Andhra Pradesh,13,111,0,0,65,8.538461538,81.48396811
C-55925,"ANANYA SCHOOL OF NURSING,",Maharashtra,36,332,2,10,80,9.222222222,81.48867028
C-51173,"Dental College, Chandeshwar,",Karnataka,52,339,4,10,65,6.519230769,81.51078227
C-30119,Samanta Chandrasekhar Institute of,Chattisgarh,119,257,2,10,63,2.159663866,81.5115635
C-55132,N S MEMORIAL COLLEGE OF NURSING,Maharashtra,15,119,1,10,50,7.933333333,81.52568097
C-60548,RAJA COLLEGE OF ARTS AND SCIENCE,Haryana,14,73,0,10,64,5.214285714,81.53577104
C-39780,"Maharshi College of Natural Law,",Uttar Pradesh,70,1311,0,10,53,18.72857143,81.5491646
C-45704,ANNAPOORANA MEDICAL COLLEGE AND,Uttar Pradesh,114,336,2,10,72,2.947368421,81.5759173
C-43558,THE GRADUATE SCHOOL,Karnataka,71,6715,0,10,83,94.57746479,81.58017371
C-34945,SONALI EDUCATION COLLEGE,Uttar Pradesh,23,285,0,10,56,12.39130435,81.58572472
C-40228,D A Pandu Memorial R V Dental College,Telangana,65,323,2,10,98,4.969230769,81.58742756
C-12115,SW. RAGHUNANDAN SINGH,Maharashtra,18,1690,0,10,66,93.88888889,81.59610459
C-52678,M.D. COLLEGE OF HIGHER EDUCATION,Meghalaya,21,425,0,10,73,20.23809524,81.60014357
C-41816,Pragnya Educational Trusts,Chattisgarh,7,163,0,10,84,23.28571429,81.6032254
C-51023,INDO ASIAN WOMENs DEGREE,Haryana,27,387,1,10,73,14.33333333,81.62105381
C-44773,Kazi Nazrul Islam Mahavidyalay,Rajasthan,22,530,0,10,86,24.09090909,81.63868887
C-30751,"Shrbati College of Nursing,",Maharashtra,11,120,2,10,89,10.90909091,81.64023859
C-17542,"Vatsalya College of Education,",Gujarat,8,47,1,10,92,5.875,81.64668783
C-9881,SVVSS SRI SHANKARAPPA REVAPPA,Haryana,13,892,0,10,96,68.61538462,81.67881807
C-15535,SHREE RAMAN SINGH DEGREE,Uttar Pradesh,1,590,0,0,92,590,81.67900279
C-47847,VEERAYATAN INSTITUTE OF ENGINEERING,Karnataka,20,242,3,10,94,12.1,81.68024966
C-6557,Sree Narayana College of Education,Maharashtra,12,200,0,10,96,16.66666667,81.68370623
C-26339,"SARM College of Education, Allagadda",Karnataka,8,37,0,0,78,4.625,81.69604683
C-57227,Suyash College of Nursing,Uttar Pradesh,25,138,2,10,97,5.52,81.69612079
C-35426,"College of Nursing, Pune",Gujarat,40,340,1,10,67,8.5,81.69969838
C-51671,SREENARAYAGURU COLLEGE OF ARTS AND,Tamil Nadu,7,232,0,10,76,33.14285714,81.71496032
C-746,SHREE K.O. SHAH MUNI. ARTS &,Rajasthan,10,571,0,0,89,57.1,81.71648591
C-50836,"Navjeevan Mahavidhalaya, Kanwat",West Bengal,17,483,0,0,55,28.41176471,81.72245217
C-610,Shri Parsottambhai Haribhai,Maharashtra,7,179,0,10,55,25.57142857,81.72952483
C-25837,Aliens Degree College,Madhya Pradesh,26,323,0,0,89,12.42307692,81.73413267
C-26162,Vasavi College of Engineering,Manipur,157,2961,0,10,50,18.85987261,81.73752461
C-46279,MAHATMA GANDHI MISSION,Karnataka,34,541,0,10,67,15.91176471,81.7511532
C-29239,"Rayat Bahra College of Nursing, VPO",Madhya Pradesh,16,159,2,10,52,9.9375,81.75173377
C-55206,Govt. First Grade College Zalaki,West Bengal,11,279,0,10,52,25.36363636,81.75749974
C-29695,Saifee Golden Jubilee Quaderia,Karnataka,30,773,0,0,74,25.76666667,81.76016957
C-52401,Shri Naanhu Yadav Kisan Balika,Telangana,4,330,0,10,96,82.5,81.76363517
C-44575,JSPM's Jayawantrao Sawant,Odisha,13,218,1,10,66,16.76923077,81.76859059
C-556,Z. F. Wadia Womens College and N.,Andhra Pradesh,31,2086,0,0,58,67.29032258,81.78581628
C-25269,CHARTERED INSTITUTE OF TECHNOLOGY,Gujarat,80,346,2,10,55,4.325,81.79688356
C-9916,K V S'S SACHIDANANDA SWAMIJI,Pondicherry,13,293,0,10,74,22.53846154,81.80325766
C-32965,"DHAMTARI NURSING COLLEGE,",Andhra Pradesh,35,325,4,10,95,9.285714286,81.80468188
C-29722,"Maa Renuka Institute of Management,",Uttar Pradesh,16,418,0,10,75,26.125,81.81373722
C-32980,"PT. J.N.M. MEDICAL COLLEGE,",Uttarakhand,265,885,7,10,95,3.339622642,81.81596719
C-10991,Satara College of Engineering and,Uttar Pradesh,30,243,0,10,63,8.1,81.82138224
C-38504,"Mohini Devi Goenka Girls B.Ed. College,",Punjab,28,231,1,10,90,8.25,81.83270118
C-8460,Sadiya College P.O. Sadiya,Uttarakhand,24,1038,1,0,99,43.25,81.83401146
C-11578,Indira Gandhi Institute of Dental,Chattisgarh,117,338,2,10,59,2.888888889,81.83853419
C-21625,"GOVT. DEGREE COLLEGE,",Bihar,21,382,1,10,89,18.19047619,81.8397346
C-8302,"Higher & Technical Institute,",Haryana,27,251,3,0,66,9.296296296,81.84089988
C-45684,K.A.P. VISWANATHAM,Tamil Nadu,199,1054,6,10,50,5.296482412,81.85103711
C-30508,"Kalanjali College of Nursing,",Madhya Pradesh,14,104,1,0,66,7.428571429,81.85310571
C-50737,"GIDC DEGREE ENGINEERING COLLEGE,",Gujarat,66,1082,0,0,66,16.39393939,81.85310571
C-29240,"Guru Nanak College of Nursing, P.O.",Tamil Nadu,35,379,2,10,68,10.82857143,81.85578211
C-40992,J.P.Sandhya Mahavidyalaya,Telangana,5,360,0,10,78,72,81.85997906
C-30698,"Narayana Medical College,",West Bengal,361,1551,10,10,53,4.296398892,81.86367691
C-4103,Sheth Dosabhai Lalchand Law,Haryana,3,448,0,0,96,149.3333333,81.87339914
C-47900,KALOL TALUKA KELAVNI MANDAL BBA,Karnataka,6,215,0,10,80,35.83333333,81.87825118
C-35161,Pt. Deendayal Upadhyay Government,Maharashtra,4,1393,0,10,62,348.25,81.90110605
C-49391,"ARYANS DEGREE COLLEGE,",Madhya Pradesh,39,331,0,10,87,8.487179487,81.90270037
C-14041,Seth Govindaji Raoji Ayur.Mahavidyalay,Uttar Pradesh,36,346,1,10,71,9.611111111,81.92381754
C-33760,Bharati Vidyapeeths Institute,Karnataka,15,348,2,10,53,23.2,81.93149182
C-29756,"Shivkumarsingh College of Prof. Studies,",Telangana,7,330,0,0,55,47.14285714,81.93356195
C-16628,Shri Rawatpura Sarkar,Gujarat,74,521,2,10,51,7.040540541,81.93502196
C-9663,"Raghavendra Sanskrit College,",Madhya Pradesh,17,463,0,10,70,27.23529412,81.94445627
C-39600,Krushna Priya Devi Degree Women's,Gujarat,7,330,0,10,98,47.14285714,81.94814176
C-37005,CMS College of Engineering,Gujarat,75,338,2,10,72,4.506666667,81.95432209
C-9950,"CHETANA EDU., SOCI.,CHETANA BCA",Karnataka,8,339,0,10,72,42.375,81.95719731
C-52116,MGM NSS COLLEGE,Rajasthan,3,24,0,10,100,8,81.95986678
C-24996,P.R. Engineering College,Rajasthan,85,483,3,10,75,5.682352941,81.96582323
C-61184,"INDIAN MARITIME UNIVERSITY,",West Bengal,19,513,9,10,58,27,81.98217687
C-6082,Asia Pacific Institute of Business,Uttar Pradesh,6,328,2,0,80,54.66666667,81.99496202
C-1186,Shree PM Patel College of Electronics,Maharashtra,29,681,2,10,69,23.48275862,82.01795595
C-53331,"Govt. Degree College, Bheemgal,",Gujarat,12,0,0,10,65,0,82.01817319
C-58124,Riagin Roushonara Teachers,Rajasthan,18,198,0,0,57,11,82.01817319
C-43787,"Model College, Madikkai, Neeleshwaram",Jharkhand,16,231,0,0,88,14.4375,82.03814522
C-48950,"B.P.SMARAK MAHAVIDHYALYA,GAUSPUR,",Maharashtra,13,339,0,10,73,26.07692308,82.05704454
C-43614,"Mount Tabor Training College,",Uttar Pradesh,16,188,1,10,68,11.75,82.0658272
C-10931,Degree Goorumahisani Iron College,Haryana,5,329,0,0,80,65.8,82.06690986
C-24537,"Govt. Degree College,Nainbagh",Maharashtra,8,456,0,10,65,57,82.07047931
C-37194,Vidhyashram Institute of Teachers,Rajasthan,16,155,0,0,79,9.6875,82.07904089
C-26850,K.S.R.M. College of Management,Madhya Pradesh,30,371,0,10,51,12.36666667,82.08134981
C-44778,Sreegopal Banerjee College,Uttar Pradesh,103,5075,2,10,86,49.27184466,82.12341837
C-45725,INDIRA COLLEGE OF NURSING (Inst.,Maharashtra,32,267,2,10,54,8.34375,82.13476178
C-537,"Arts & Commerce College,",Tamil Nadu,12,329,0,0,81,27.41666667,82.1421047
C-51807,Progressive Education Societys,Karnataka,9,135,1,10,86,15,82.14301351
C-46581,"NIRMALA COLLEGE OF NURSING,",Tamil Nadu,18,242,1,10,54,13.44444444,82.14382195
C-27048,SCAD College of Engineering and,Kerala,140,1197,4,10,95,8.55,82.1438441
C-17809,Adichunchanagiri Institute of Business,Bihar,19,322,0,0,95,16.94736842,82.18571199
C-28305,RANJIT SINGH MEMORIAL COLLEGE OF,Madhya Pradesh,8,199,0,10,58,24.875,82.19192068
C-11231,"Arts, Comm. & Science College UMADI",Jammu and Kashmir,13,335,0,10,82,25.76923077,82.1954308
C-29707,"BM College of Management & Research,",Uttar Pradesh,28,335,0,10,82,11.96428571,82.20141303
C-15368,SRI JAGVIR SINGH CHAUHAN,Uttar Pradesh,3,1260,0,0,96,420,82.20597465
C-12360,"JANTA COLLEGE, BAKEWAR,",Gujarat,33,1585,4,10,58,48.03030303,82.22935901
C-40835,"D.S.College,Laida",Karnataka,7,338,2,10,75,48.28571429,82.24123559
C-34183,Thakur Educational Trusts Thakur,Telangana,22,355,2,10,52,16.13636364,82.25616674
C-38549,"Mahala TT Inst., Sikar",Karnataka,58,465,0,10,100,8.017241379,82.25961372
C-5822,International Centrer for Enterpreneurs,Madhya Pradesh,2,0,2,10,81,0,82.26761422
C-15727,VIDYAYAN MAHAVIDYALAYA SANGOLA,Karnataka,54,1522,0,10,81,28.18518519,82.26859316
C-11274,"Abhilashi College of Education, Ner",West Bengal,30,348,2,10,56,11.6,82.27791711
C-22318,G.R.D. College Pamgarh,Telangana,31,341,0,10,71,11,82.2781012
C-44196,SHPT School of Library Science,Uttar Pradesh,4,23,0,10,87,5.75,82.29341704
C-40371,Aruna College of Nursing,Uttar Pradesh,14,331,1,10,90,23.64285714,82.30005573
