AISHE_ID,CollegeName,State,Teacher,Student,Hostels,Labs,PhD,S_F_Ratio
C-6350,Polytechnic in Agriculture- Dhari,Maharashtra,3,96,1,10,76,32
C-48407,"POLYTECHNIC IN AGRICULTURE,",Assam,9,104,2,10,86,11.55555556
C-48406,"POLYTECHNIC IN AGRICULTURE,",Uttar Pradesh,5,104,1,10,53,20.8
C-48408,"POLYTECHNIC IN AGRICULTURE,",West Bengal,6,95,2,10,73,15.83333333
C-7227,"Polytechnic in Agriculture, Vaso",Rajasthan,4,90,2,0,56,22.5
C-6347,Polytechnic in Agro-Processing-,Madhya Pradesh,2,76,1,10,88,38
C-50674,"POLYTECHNIC IN ANIMAL HUSBANDARY,",Karnataka,3,89,1,10,59,29.66666667
C-48410,"POLYTECHNIC IN ANIMAL HUSBANDARY,",Gujarat,5,95,1,10,77,19
C-52666,"Polytechnic in Animal Husbandry,",Maharashtra,7,109,1,10,73,15.57142857
C-7234,Polytechnic in Food Science and Home,Maharashtra,3,74,1,10,83,24.66666667
C-6344,Polytechnic in Home Science-,Maharashtra,5,33,1,0,61,6.6
C-48411,POLYTECHNIC IN HORTICULTUR,Madhya Pradesh,6,71,2,10,79,11.83333333
C-48409,POLYTECHNIC IN HORTICULTUR,Tamil Nadu,7,98,2,10,77,14
C-6349,Polytechnic in Horticulture- Junagadh,Uttar Pradesh,3,95,1,10,57,31.66666667
C-16846,"Pompei College, Talipady,",Kerala,28,479,1,10,69,17.10714286
C-30860,Ponda Education Society Shri,Telangana,95,1248,0,0,95,13.13684211
C-35083,Ponda Education Society's,Jammu and Kashmir,24,310,0,10,69,12.91666667
C-30868,Ponda Education Societys,Uttar Pradesh,13,199,0,10,58,15.30769231
C-6581,Pondicherry Engineering College,Kerala,145,2256,4,10,50,15.55862069
C-6549,Pondicherry Institute of Medical,Maharashtra,218,111,4,10,68,0.509174312
C-6567,Pondicherry University Campus I,Kerala,13,253,3,10,83,19.46153846
C-6535,Pondicherry University Campus II,Karnataka,9,147,2,0,59,16.33333333
C-6514,Pondicherry University Community,Tamil Nadu,23,877,0,10,69,38.13043478
C-15013,Ponjesly college of Education,Uttar Pradesh,8,60,1,10,68,7.5
C-27043,Ponjesly College of Engineering,Maharashtra,208,2010,2,10,52,9.663461538
C-14825,Ponkaliamman College of Education,Telangana,26,200,0,10,72,7.692307692
C-15012,Ponmari College of Education,Uttar Pradesh,9,142,0,10,87,15.77777778
C-14698,Ponnusamy Nadar College of Education,Odisha,15,93,0,10,100,6.2
C-25608,Ponugoti Madhav Rao Law College,Karnataka,9,678,0,10,99,75.33333333
C-26011,Ponugoti Madhava Rao Degree,Telangana,11,235,0,0,72,21.36363636
C-56426,POOJA COLLEGE OF EDUCATION,Chattisgarh,15,178,0,10,82,11.86666667
C-51885,"POOJA COLLEGE, DHAKAWALA",Tamil Nadu,14,397,0,10,78,28.35714286
C-54252,"POOJA NURSING COLLEGE,",Gujarat,29,272,2,10,87,9.379310345
C-18684,Pooja Physical Education College,Telangana,5,93,0,10,92,18.6
C-25934,Poojya Sri Madhavananji College of,Jammu and Kashmir,6,166,0,10,97,27.66666667
C-8253,POOKOYA THANGAL MEMORIAL,Bihar,36,814,0,10,69,22.61111111
C-35883,"Poompuhar College, Melaiyur - 609",Maharashtra,102,2501,1,10,71,24.51960784
C-35430,"Poona College of Pharmacy, Pune",Rajasthan,63,763,2,10,55,12.11111111
C-41618,Poona District Education Associations,Gujarat,18,261,0,10,87,14.5
C-42193,Poona Jesuit Education Societys St.,Kerala,4,408,0,10,96,102
C-38404,"Poonam Balika Mahavi., Jhunjhunun",Maharashtra,12,241,0,10,78,20.08333333
C-29691,Poonamchand Gupta Vocational,Maharashtra,68,1897,0,0,86,27.89705882
C-56137,Poonch Campus,Uttar Pradesh,6,28,0,10,66,4.666666667
C-30803,Poonch College of Education,Maharashtra,11,180,0,0,64,16.36363636
C-45856,POONDI PUDHUMAI MADHA,Uttar Pradesh,12,89,0,10,86,7.416666667
C-54836,Pooran Gopal Shukla Acedemy,Rajasthan,16,190,1,10,82,11.875
C-54834,Pooran Gopal Shukla National,Punjab,13,1058,1,10,99,81.38461538
C-15495,POORAN PRASAD GUPTA,Maharashtra,9,48,1,10,51,5.333333333
C-24063,Poorna Sai Vivekananda Degree,Andhra Pradesh,12,192,0,10,83,16
C-51486,Poornagiri College of Education,Karnataka,16,188,0,10,64,11.75
C-16909,"Poornaprajna College, Udupi - 576102",Kerala,69,1513,2,10,99,21.92753623
C-16944,"Poornaprajna Evening College,",Uttarakhand,29,593,2,10,98,20.44827586
C-16983,"Poornaprajna Institute of Management,",Gujarat,8,116,2,10,92,14.5
C-25173,"Poornima College of Engineering,",Himachal Pradesh,155,2539,2,10,51,16.38064516
C-25158,Poornima Institute of Engineering &,Karnataka,96,1050,2,10,80,10.9375
C-6588,Pope John Paul II College of Education,West Bengal,48,825,1,10,55,17.1875
C-14535,Pope John Paul II College of Education,Tamil Nadu,9,194,0,10,56,21.55555556
C-41195,"POPE'S College, Sawyerpuram",Karnataka,104,1796,2,10,50,17.26923077
C-11673,"Porukara College of Education,",Andhra Pradesh,9,99,0,10,65,11
C-8534,"Post Graduate Center, Nandihalli,",Karnataka,31,291,3,10,60,9.387096774
C-43393,Post Graduate Govt.Institute for Physical,Rajasthan,7,143,10,10,90,20.42857143
C-45861,POST GRADUATE INSTITUTE OF,Madhya Pradesh,8,20,2,10,69,2.5
C-58625,Post Graduate Institute of Fisheries,Maharashtra,3,10,1,10,85,3.333333333
C-6249,Post Graduate Institute of Hospital,Tripura,7,86,0,0,85,12.28571429
C-13759,Post Graduate Institute of Swastiyog,Kerala,8,9,1,10,55,1.125
C-24515,Post Graduate Institute of Veterinary,Rajasthan,68,368,0,10,62,5.411764706
C-58624,Post Graduate Institute of Veterinary,Odisha,17,6,0,10,60,0.352941176
C-44023,Post Graduate Institute of Veterinary &,Karnataka,31,65,1,10,67,2.096774194
C-44566,"POST GRADUATE INSTITUTE,",Delhi,118,547,7,10,50,4.63559322
C-44570,"Post Graduate Institute, Rahuri",Uttar Pradesh,52,572,6,10,86,11
C-44513,Postgraduate Institute For Agriculture,Andhra Pradesh,7,46,2,10,81,6.571428571
C-30756,POSTGRADUATE INSTITUTE OF DENTAL,Uttar Pradesh,58,283,5,10,78,4.879310345
C-48415,"POTDAR COLLEGE, DHANGARWA",Assam,4,11,0,10,65,2.75
C-17932,Potti Sriramulu College of Engineering &,Gujarat,149,2432,0,0,77,16.32214765
C-51968,POYANIL COLLEGE OF NURSING,Maharashtra,17,150,1,10,75,8.823529412
C-37014,PPG Business School,Delhi,10,74,2,10,93,7.4
C-58920,PPG College of Arts and Science,Haryana,17,216,2,10,59,12.70588235
C-35689,"PPG College of Education, Gadag.",Kerala,8,198,0,10,54,24.75
C-37043,PPG Institute of Tech0logy,Andhra Pradesh,125,586,2,0,95,4.688
C-55311,"PPRS Kaumudi Degree College,",Uttarakhand,11,271,0,10,88,24.63636364
C-27133,"Pr. B.P. Singh College, Simri",Uttar Pradesh,29,1287,0,10,52,44.37931034
C-60089,Pra Bhaurao Ubale Patil Arts and,Andhra Pradesh,5,239,0,10,65,47.8
C-59802,"Prabal Brahm Mahavidyalya, Awathahi,",Madhya Pradesh,1,187,0,10,64,187
C-23955,Prabha Degree College,Kerala,10,96,0,0,89,9.6
C-54228,PRABHA DEVI MEMORIAL MAHAVIDHAYA,Maharashtra,10,743,0,10,56,74.3
C-38421,"Prabha Mahavi., Sikar",Bihar,12,465,0,10,83,38.75
C-47056,PRABHA SHANKAR PANDYA,Telangana,17,136,2,10,50,8
C-58905,PRABHABEN PATEL BED COLLEGE,Karnataka,8,435,0,10,53,54.375
C-14131,Prabhadevi Bhagwati Prasad,Haryana,7,1171,0,10,82,167.2857143
C-52688,"PRABHAKAR DEGREE COLLEGE,",Rajasthan,11,123,0,10,100,11.18181818
C-48356,PRABHAKAR PATIL EDUCATION,Andhra Pradesh,6,99,0,10,55,16.5
C-55895,PRABHAKAR PATIL EDUCATION,Kerala,5,54,0,10,78,10.8
C-34134,Prabhakar Patil Education Societys,Andhra Pradesh,27,1093,0,10,57,40.48148148
C-32673,Prabhala Lakshminarayana Memorial,Jharkhand,20,55,0,0,60,2.75
C-44048,Prabhanani Institute of Education (B.,Odisha,16,200,2,10,52,12.5
C-7098,Prabharani B.Ed. College,Maharashtra,16,200,2,10,59,12.5
C-44046,Prabharani Institute of Education,Madhya Pradesh,6,45,2,10,68,7.5
C-25377,PRABHAS COLLEGE OF EDUATION,West Bengal,14,158,0,10,61,11.28571429
C-25367,PRABHAS DEGREE COLLEGE,Madhya Pradesh,13,571,0,10,97,43.92307692
C-26932,"Prabhat Institute of Pharmacy,",Uttar Pradesh,40,183,0,10,72,4.575
C-50777,PRABHAT JYOTIRMOYEE EDUCATIONAL,Kerala,6,100,0,10,57,16.66666667
C-19087,Prabhat Kumar College,Maharashtra,116,8353,2,10,97,72.00862069
C-61130,PRABHAT RAJENDRA KUMAR,Punjab,3,137,0,10,72,45.66666667
C-26277,"Prabhath College of Education,",Karnataka,8,43,0,10,85,5.375
C-48572,PRABHATH INSTITUTE OF BUSINESS,Uttar Pradesh,17,134,0,10,81,7.882352941
C-48573,PRABHATH INSTITUTE OF COMPUTER,Uttar Pradesh,19,132,0,10,50,6.947368421
C-14210,"Prabhawati Devi Degree College,",Tamil Nadu,14,361,0,10,65,25.78571429
C-49851,Prabhu BCA College,Madhya Pradesh,4,59,1,0,90,14.75
C-50874,"PRABHU DHAN DEGREE COLLEGE,",Punjab,15,386,0,10,53,25.73333333
C-12005,Prabhu Jagatbandhu College,Andhra Pradesh,86,3480,0,10,55,40.46511628
C-15862,Prabhu Narayan Singh Mahavidyalay,Uttar Pradesh,7,967,0,10,68,138.1428571
C-19499,"Prabhu Nath College, Parsa",Karnataka,11,1433,1,10,72,130.2727273
C-16023,"Prabhudevi Mahavidyalaya , Machhali",Uttar Pradesh,3,471,0,10,56,157
C-34110,Prabodhan Shikshan Prasarak,Madhya Pradesh,18,238,2,10,71,13.22222222
C-34156,Prabodhan Shikshan Prasarak,Tamil Nadu,78,788,7,10,70,10.1025641
C-51166,"PRABUDDH MAHAVIDYALAYA,HARDOI",Chattisgarh,12,544,0,10,50,45.33333333
C-59107,Pracharya shree Vidhyadhar,Gujarat,5,242,0,10,84,48.4
C-56272,PRACHI MAHAVIDYALAYA FOR,West Bengal,6,35,2,0,77,5.833333333
C-60486,PRACHI MAHAVIDYALAYA FOR,Maharashtra,6,64,2,10,68,10.66666667
C-50143,"PRACHI MAHAVIDYALAYA, NAUBASTA",Himachal Pradesh,8,794,0,10,94,99.25
C-60466,"Prachiti Mahila Mahavidyalay, Mohadi",Rajasthan,3,46,0,10,98,15.33333333
C-35048,Prachya Vidya Parishad Oriental,Chattisgarh,3,32,0,10,61,10.66666667
C-26590,Prachya Vidya Peeth,Rajasthan,6,61,1,0,70,10.16666667
C-32869,Pradeep Memorial Comprehensiv,Uttar Pradesh,14,194,0,10,91,13.85714286
C-33712,Pradnya Karuna Bahudeshiya,Gujarat,15,122,0,10,89,8.133333333
C-45241,PRADNYA KARUNA BAHUODESHIY,Telangana,17,1095,0,10,94,64.41176471
C-7321,Pradnya Pratishtan's Adhyaapak,Maharashtra,4,99,0,10,58,24.75
C-42812,Prafulla Chandra College,Rajasthan,43,2797,0,10,81,65.04651163
C-33829,Pragat Samajik Shikshan,Madhya Pradesh,26,1344,0,10,91,51.69230769
C-21968,Pragathi Arts & Science Degree & P.G,West Bengal,21,661,0,10,56,31.47619048
C-33244,PRAGATHI ARTS&SCIENCE DEGREE,Karnataka,21,222,0,10,94,10.57142857
C-54797,PRAGATHI COLLEGE OF EDUCATION,Chattisgarh,16,164,0,10,53,10.25
C-35068,"Pragathi College of Education,",West Bengal,16,187,0,10,59,11.6875
C-20820,"Pragathi College of Education, M.",Tamil Nadu,9,97,0,10,69,10.77777778
C-57636,PRAGATHI COLLEGE OF PHYSICAL,Tamil Nadu,28,480,0,10,100,17.14285714
C-30498,"Pragathi College of Physiotherapy,",Maharashtra,31,177,1,10,57,5.709677419
C-26139,Pragathi Degree College (Co-,Maharashtra,30,1317,0,10,59,43.9
C-25791,Pragathi Degree College for,Madhya Pradesh,32,680,0,10,56,21.25
C-35069,"Pragathi Degree College,",Tamil Nadu,15,197,0,10,92,13.13333333
C-27197,"Pragathi Degree College,",Maharashtra,19,763,0,10,79,40.15789474
C-33233,"PRAGATHI DEGREE COLLEGE,",Karnataka,15,325,0,10,69,21.66666667
C-33159,"PRAGATHI DEGREE COLLEGE,",Maharashtra,13,199,0,10,86,15.30769231
C-27195,"Pragathi Degree College,",Maharashtra,31,599,0,10,88,19.32258065
C-21577,"PRAGATHI DEGREE COLLEGE,",Madhya Pradesh,12,230,0,10,72,19.16666667
C-21512,"PRAGATHI DEGREE COLLEGE,",Uttar Pradesh,7,47,0,10,89,6.714285714
C-24802,"Pragathi Degree College, Ravi",Tamil Nadu,11,279,0,10,78,25.36363636
C-55585,Pragathi First Grade College,Maharashtra,9,58,0,10,88,6.444444444
C-21062,"PRAGATHI FIRST GRADE COLLEGE,",Telangana,34,808,0,0,57,23.76470588
C-40415,Pragathi Institute of Nursing,Kerala,40,385,3,10,61,9.625
C-25880,Pragathi Mahavidyalaya Degree,Pondicherry,41,1557,0,10,86,37.97560976
C-25715,Pragathi Mahila Degree Kalashala,Maharashtra,21,369,0,10,91,17.57142857
C-20878,Pragathi Science & Management,Madhya Pradesh,17,452,0,0,99,26.58823529
C-50251,PRAGATHI WOMEN'S DEGREE,Rajasthan,12,357,0,10,88,29.75
C-25936,Pragathi Women's Degree,Maharashtra,29,890,0,10,64,30.68965517
C-9959,PRAGATHIPAR GRAMEEN ABHIRUDDI,Maharashtra,8,24,0,10,82,3
C-34375,"Pragati Arts and Science College, Sillod.",Uttar Pradesh,5,505,0,0,67,101
C-60760,PRAGATI COLLEGE,Maharashtra,17,358,0,10,77,21.05882353
C-21773,Pragati College Chowbey,Tamil Nadu,39,974,1,10,63,24.97435897
C-25539,Pragati College of Education,Maharashtra,17,183,0,10,68,10.76470588
C-52704,PRAGATI COLLEGE OF EDUCATION,Tamil Nadu,24,298,0,10,72,12.41666667
C-56832,Pragati College of Education,Telangana,8,64,0,10,80,8
C-59311,PRAGATI COMPUTER SOLUTION OF,Madhya Pradesh,8,119,0,10,94,14.875
C-59709,PRAGATI DEGREE COLLEGE,Uttar Pradesh,15,411,3,0,94,27.4
C-58668,PRAGATI EDUCATIONAL INSTITUTE,Telangana,2,100,0,10,73,50
C-17941,"Pragati Engineering College, 1-",Rajasthan,254,3951,2,0,63,15.55511811
C-35561,Pragati Foundations MahatmaGand,Rajasthan,8,5,0,10,99,0.625
C-36613,"Pragati Kisan College, Chandgothi",Haryana,19,639,0,0,77,33.63157895
C-60764,PRAGATI MAHILA COLLEGE,Jharkhand,10,145,0,10,51,14.5
C-18944,Pragati Mahila Kala Mahavidyalay,Uttar Pradesh,8,120,0,10,67,15
C-34610,Pragati Shikshan Prasarak,Madhya Pradesh,2,373,0,10,82,186.5
C-19447,"Pragati T.T. College, Police Line, Baran",Maharashtra,17,198,0,10,89,11.64705882
C-44330,Pragati Women's College of,Haryana,16,150,0,10,73,9.375
C-57079,"Pragjibapa M.S.W. College, Virpur",Gujarat,8,361,0,10,70,45.125
C-49246,PRAGJYOTISH BED COLLEGE PACHARIA .,Tamil Nadu,13,198,0,0,81,15.23076923
C-17182,Pragjyotish College,Uttar Pradesh,150,4926,1,10,85,32.84
C-25675,Pragna College of Education,Tamil Nadu,15,100,0,10,57,6.666666667
C-35018,"Pragna Degree College, Kamareddy",Gujarat,12,234,0,10,98,19.5
C-25538,Pragnya Degree College,Telangana,14,469,0,10,61,33.5
C-41816,Pragnya Educational Trusts,Maharashtra,7,163,0,10,84,23.28571429
C-25578,Pragnya Womens Degree,Andhra Pradesh,11,340,0,10,67,30.90909091
C-41502,Pragtik Shikshan Santhas Nutan,Kerala,23,522,0,10,64,22.69565217
C-33476,"Pragya Arts & Commerce College,",Madhya Pradesh,25,248,0,10,71,9.92
C-28419,PRAGYA COLLEGE OF EDUCATION,Gujarat,32,467,0,10,90,14.59375
C-38959,"Pragya Mahila Mahavidyalaya, Alwar",Madhya Pradesh,9,361,0,10,92,40.11111111
C-48756,"PRAGYA SAGAR COLLEGE,",West Bengal,17,449,0,10,84,26.41176471
C-56916,PRAGYA SRIJAN BHARTI MAHILA,Haryana,2,110,0,10,93,55
C-35149,"Pragyan Nursing College,",Gujarat,34,223,1,10,53,6.558823529
C-58474,Pragyan Scholars Academy,Maharashtra,17,295,0,10,91,17.35294118
C-24280,Pragyna Degree college,Uttar Pradesh,9,83,0,10,81,9.222222222
C-60181,PRAHALAD RAI TEACHERS TRAINING,Telangana,7,23,0,10,54,3.285714286
C-49408,PRAHLAD KUMAR SUSHILA DEVI,Telangana,7,432,0,10,71,61.71428571
C-53252,PRAHLAD SINGH MEMORIAL,Delhi,22,314,0,10,77,14.27272727
C-33582,Prahladrai Dalmia Lions College of,Punjab,17,4397,0,10,52,258.6470588
C-18897,Prajasattak Arts Commerce,Odisha,4,5,0,0,70,1.25
C-18719,"Prajasattak College of Education,",Uttar Pradesh,12,179,0,10,65,14.91666667
C-59499,"PRAJASATTAK COLLEGE,NAGPUR",Uttar Pradesh,5,1,0,10,73,0.2
C-24910,PRAJNA COLLEGE OF SCIENCE &,Tamil Nadu,19,233,0,10,57,12.26315789
C-6210,Prajnanananda Institute of Tech0logy,Maharashtra,19,153,0,10,51,8.052631579
C-40460,Prajwal College of Nursing,Madhya Pradesh,30,252,2,10,58,8.4
C-24362,PRAKASAM DEGREE COLLEGE,Uttar Pradesh,13,459,0,10,83,35.30769231
C-17981,"Prakasam Engineering College, O.V.",Uttar Pradesh,139,1938,6,10,75,13.94244604
C-59277,PRAKASH B.ED TEACHERS TRAINING,Uttar Pradesh,15,149,0,10,100,9.933333333
C-60184,Prakash C.N. Arts Commerce,Uttar Pradesh,15,50,0,10,90,3.333333333
C-12309,PRAKASH CHANDRA MAHAVIDYALA,Maharashtra,27,781,0,10,81,28.92592593
C-5999,Prakash College of Education,Madhya Pradesh,7,100,0,10,71,14.28571429
C-60856,PRAKASH INSTITUTE OF AYURVEDIC,Uttar Pradesh,29,127,1,0,89,4.379310345
C-57150,PRAKASH INSTITUTE OF MEDICAL,Madhya Pradesh,143,442,2,10,66,3.090909091
C-28583,PRAKASH INSTITUTE OF PHYSIOTHERA,Gujarat,54,414,1,10,62,7.666666667
C-48927,"PRAKASH MAHAVIDHYALAYA,BARAUNA",Gujarat,13,2123,0,10,91,163.3076923
C-15337,PRAKASH MAHAVIDYALAYA P.A.C ROAD,Andhra Pradesh,7,822,0,10,89,117.4285714
C-38395,Prakash Mahila Mahavidyalay,Maharashtra,10,202,0,10,79,20.2
C-59535,Prakash Punj Teachers Training,Uttar Pradesh,28,200,0,10,84,7.142857143
C-38499,Prakash Shikshak Prashikshan,Maharashtra,16,184,2,10,83,11.5
C-59317,PRAKASH SHIKSHAN PRASHIKSHAN,Jammu and Kashmir,6,96,0,10,51,16
C-12647,PRAKASH VIDYA MANDIR MAHILA,Karnataka,5,323,0,10,50,64.6
C-53645,PRAKHAR INSTITUTE OF IT EDUCATION,Chattisgarh,6,193,0,10,85,32.16666667
C-57344,PRAMEELAMMA DEGREE COLLEGE,Karnataka,11,192,0,0,61,17.45454545
C-51508,PRAMOD RAVINDRA DHURI,Karnataka,7,99,2,10,58,14.14285714
C-6710,PRAMUKH SWAMI SCIENCE & H,Rajasthan,62,2033,2,10,95,32.79032258
C-1215,"Pramukhswami Medical College,",Gujarat,208,777,2,10,88,3.735576923
C-42420,PRAN DEVI MAHADEV MAHAVIDYALA,Karnataka,7,1012,0,10,82,144.5714286
C-39667,"Prana Nath Auto0mous College,",Karnataka,157,4089,4,10,100,26.04458599
C-52923,PRANAB JUBILEE COLLEGE,Maharashtra,23,254,1,10,72,11.04347826
C-16699,Pranabananda Women's College,West Bengal,32,928,0,10,62,29
C-55312,"Pranavi College of Arts and Science,",Manipur,13,121,0,0,75,9.307692308
C-53732,PRANJAL INFORMATION TECH0LOGY,Telangana,4,136,0,10,81,34
C-59610,Prannath Parnami Adarsh,Karnataka,14,179,0,0,97,12.78571429
C-27593,Prannath Parnami Institute of,Maharashtra,32,84,2,10,82,2.625
C-46844,PRANVEER SINGH INSTITUTE OF,Karnataka,237,3640,4,10,67,15.35864979
C-57242,Prarambh School for Teacher,West Bengal,24,261,2,10,97,10.875
C-30269,Prasad College of Education,Maharashtra,15,213,0,10,78,14.2
C-46803,"PRASAD INSTITUTE F TECH0LOGY,",Odisha,68,571,2,10,91,8.397058824
C-18075,PRASAD V POTLURI SIDDHARTHA,Tamil Nadu,221,2964,1,10,77,13.41176471
C-55935,PRASANNA COLLEGE OF AYURVEDA,Maharashtra,48,292,2,10,73,6.083333333
C-16898,"Prasanna College of Education,",Madhya Pradesh,15,100,2,10,54,6.666666667
C-25371,"Prasanna Degree College,",Himachal Pradesh,1,53,0,10,74,53
C-40853,Prasanna Panda Law College,Gujarat,7,228,0,10,82,32.57142857
C-39649,Prasannamani College of Physical,Gujarat,16,392,2,0,60,24.5
C-43356,Prasanta Chandra Mahala0bish,Uttar Pradesh,53,1789,1,10,87,33.75471698
C-50767,PRASANTA DASGUPTA COLLEGE OF,Maharashtra,22,150,2,10,61,6.818181818
C-38554,"Prasasvi TT College, Dausa",Chattisgarh,28,388,0,10,54,13.85714286
C-31728,"Prashanti College Of Prof.Studies,",Karnataka,19,95,0,10,95,5
C-35950,Prashanti Institute of Tech0logy &,Andhra Pradesh,56,625,0,10,66,11.16071429
C-19457,"Prashanti T.T. College, Mahaveer",Uttar Pradesh,15,190,0,10,99,12.66666667
C-21041,Prashasthi Degree College,Tamil Nadu,9,79,0,10,57,8.777777778
C-26625,Prashasvi TT College,Tamil Nadu,17,148,0,10,54,8.705882353
C-18097,Prasiddha College of Engineering &,Punjab,127,636,0,10,92,5.007874016
C-26364,"Prasuna College of Law, Kur0ol",Uttar Pradesh,20,640,0,10,62,32
C-42373,PRATAP BAHADUR SNATKOTTAR,Kerala,35,2569,2,0,93,73.4
C-48329,PRATAP CHANDRA COLLEGE OF,Uttar Pradesh,22,298,2,10,95,13.54545455
C-16432,Pratap Chandra Memorial,Karnataka,3,300,0,10,67,100
C-41026,Pratap College of Education,Maharashtra,1,87,0,10,82,87
C-47911,PRATAP COLLEGE OF MANAGEMENT,West Bengal,24,26,0,10,68,1.083333333
C-42879,Pratap Institute of Management,Haryana,6,36,2,10,55,6
C-47675,PRATAP INSTITUTE OF TECH0LOGY,Kerala,77,341,2,10,98,4.428571429
C-38644,"Pratap Mahavidyalaya, Jaipur",Rajasthan,10,71,0,10,71,7.1
C-48884,PRATAP NARAIAN SUBHADRA,Kerala,3,444,0,10,59,148
C-52186,Pratap T.T. College,Uttar Pradesh,14,113,0,10,70,8.071428571
C-15706,PRATAPSINH MOHITE PATIL MAHAVIDYALA,Haryana,20,283,0,10,96,14.15
C-20340,Pratham Shreniya Vidyadharm,Madhya Pradesh,6,191,0,10,74,31.83333333
C-19893,Prathap Narender Reddy College,Karnataka,26,59,0,0,74,2.269230769
C-50299,PRATHAPA RUDRA DEGREE,Maharashtra,12,17,0,10,88,1.416666667
C-25329,PRATHIBA COLLEGE OF EDUCATION,Madhya Pradesh,8,202,0,10,95,25.25
C-50233,PRATHIBA DEGREE COLLEGE FOR,Madhya Pradesh,15,533,0,10,54,35.53333333
C-53082,"PRATHIBA DEGREE COLLEGE,",Karnataka,17,449,0,10,82,26.41176471
C-54963,Prathibha Arts and Science College,Karnataka,14,535,0,10,78,38.21428571
C-25727,Prathibha Degree College,Tamil Nadu,18,508,0,10,65,28.22222222
C-25444,Prathibha Degree College,Madhya Pradesh,33,1362,0,10,67,41.27272727
C-55293,PRATHIBHASOWJANYA DEGREECOLLE,Madhya Pradesh,9,31,0,10,65,3.444444444
C-30474,"Prathima College of Nursing,",Maharashtra,57,242,1,10,51,4.245614035
C-30564,Prathima Institute of Medical,Haryana,21,221,6,10,91,10.52380952
C-19938,Prathishtha Institute of Pharmaceutica,Telangana,53,240,0,10,56,4.528301887
C-13452,Prathviraj Chauhan Institute of,Karnataka,75,3247,0,10,79,43.29333333
C-16485,Prathyusha Engineering College,Andhra Pradesh,125,1595,2,10,64,12.76
C-18186,"Pratibha Arts Commerce Science, Mool",Rajasthan,10,220,0,10,95,22
C-52017,PRATIBHA COLLEGE OF EDUCATION,West Bengal,10,200,1,10,80,20
C-25897,Pratibha Degree College,Gujarat,12,908,0,10,78,75.66666667
C-39219,"Pratibha Degree College,",Odisha,10,54,0,10,87,5.4
C-39221,"Pratibha Degree College, New",Tamil Nadu,11,273,0,10,91,24.81818182
C-53679,PRATIBHA EDUCATION,Andhra Pradesh,11,114,0,10,86,10.36363636
C-51272,Pratibha Institute of Nursing,Chattisgarh,23,144,1,0,74,6.260869565
C-7527,Pratibha Niketan Mahavidyalay,Karnataka,16,1415,0,10,50,88.4375
C-59295,PRATIBHA PALLAVAN TEACHERS,Gujarat,26,303,0,10,60,11.65384615
C-44171,Pratibhatai Ptil Mahil Shikshanshast,Telangana,7,89,0,10,53,12.71428571
C-59378,PRATIK COLLEGE OF EDUCATION,Uttar Pradesh,31,477,0,10,72,15.38709677
C-60320,PRATIKSHA COLLEGE OF NURSING,Telangana,7,33,1,10,82,4.714285714
C-60136,Pratiksha Institute of Pharmaceutica,Uttar Pradesh,10,118,1,10,70,11.8
C-60028,Pratiksha Institute of Pharmaceutica,Haryana,10,118,1,10,89,11.8
C-34307,"Pratishthan Arts, Commerce &",Andhra Pradesh,35,2618,1,10,72,74.8
C-9380,Pravabati College,Maharashtra,42,879,1,10,51,20.92857143
C-41993,Pravara Gramin Shikshan,Maharashtra,31,748,1,10,52,24.12903226
C-42091,Pravara Gramin Shikshan,Madhya Pradesh,19,179,2,10,52,9.421052632
C-41915,Pravara Institute of Research and,Maharashtra,7,95,2,10,96,13.57142857
C-49998,"PRAVARA MEDICAL TRUST'S ARTS,",Rajasthan,21,423,2,0,68,20.14285714
C-45206,PRAVARA RURAL EDUCATION,Telangana,14,162,3,10,51,11.57142857
C-50011,PRAVARA RURAL EDUCATION,Karnataka,26,144,2,10,88,5.538461538
C-44342,Pravara Rural Education Soceity's,Maharashtra,14,230,1,10,63,16.42857143
C-44115,Pravara Rural Education Society's,Assam,21,276,1,10,82,13.14285714
C-41249,"Pravara Rural Education Society's Arts,",Maharashtra,29,671,0,10,80,23.13793103
C-41381,Pravara Rural Education Society's Sir,Pondicherry,103,1364,2,10,61,13.24271845
C-41720,Pravara Rural Education Societys,Uttar Pradesh,172,2910,5,10,60,16.91860465
C-41297,Pravara Rural Education Societys,Maharashtra,23,332,2,10,92,14.43478261
C-41534,Pravara Rural Education Societys,Uttar Pradesh,4,121,0,10,57,30.25
C-41393,Pravara Rural Education Societys,Madhya Pradesh,7,67,0,10,78,9.571428571
C-41970,"Pravara Rural Education Societys Arts ,",Telangana,35,824,1,10,51,23.54285714
C-42147,"Pravara Rural Education Societys Arts,",Madhya Pradesh,29,1158,0,0,83,39.93103448
C-41639,Pravaranagar Rural Education,Punjab,106,1916,3,10,68,18.0754717
C-49186,"PRAVEEN COLLEGE OF EDUCATION,",Kerala,2,128,0,10,85,64
C-51019,Praveenya Institute of Marine,Madhya Pradesh,11,51,2,10,50,4.636363636
C-51306,PRAWATI DEVI MOTI PRASAD MAHAVIDYALA,Andhra Pradesh,16,1476,0,10,64,92.25
C-46679,PRAYAG INSTITUTE OF TECH0LOGY,Kerala,111,378,0,10,74,3.405405405
